X,Y
141,46.0
140.00464590673045,45.99501755235604
139.0046330393398,45.954756178772755
138.00452602448968,45.91671700549135
137.00451315709904,45.87645074045752
136.00440779265415,45.837334399207315
135.00430407750463,45.79936846164908
134.00429121011405,45.7591348176302
133.00418914305118,45.72126754663726
132.0041762756606,45.6813167400536
131.0040758553596,45.643563428160626
130.004062987969,45.60366189851237
129.00396421297182,45.56596040697696
128.00395134558124,45.526147654926184
127.00385421427961,45.48853503045821
126.00384134688903,45.449061655713145
125.00374585750728,45.41105726953718
124.00365200808528,45.37407106200449
123.00363914069464,45.335455100271716
122.00354692907064,45.298647661415025
121.00353406168,45.2602417080125
120.00344348547355,45.223729266857426
119.00343061808292,45.185735020997676
118.00334167467776,45.149093382570406
117.00332880728712,45.1111083436305
116.00324149381413,45.07448677824472
115.00322862642349,45.03650049359086
114.00314293974344,45.0001163558564
113.0031300723528,44.962589043832615
112.00304600903934,44.92620467668595
111.0030331416487,44.88875902398119
110.00295069797136,44.852868141456625
109.00286986987817,44.81748974545788
108.00285700248753,44.78058136164921
107.0027777855882,44.74252894573854
106.00276491819756,44.703881276166676
105.00268730774616,44.66584275466416
104.00267444035552,44.627186190462744
103.00259843123348,44.589160895014885
102.00258556384284,44.55049604884409
101.0025111505418,44.51248332098371
100.00249828315117,44.473810800170185
99.0024254597559,44.43580999085266
98.00241259236526,44.39713039752132
97.00234135253658,44.35878472900593
96.00227168949414,44.320807870943774
95.00225882210356,44.2821118428233
94.00219072860881,44.24414497592465
93.00217786121823,44.20538884130437
92.00211132955741,44.1673120698292
91.00209846216683,44.12851519610338
90.00203348413368,44.090447405936885
89.0020206167431,44.051645847470255
88.00195718362181,44.01358644716909
87.00194431623123,43.97478079390822
86.00188241877942,43.93672919910117
85.00186955138884,43.89792003612456
84.00180917982027,43.859875667798605
83.00179631242969,43.821063575529635
82.0017374563974,43.782632105086904
81.0016801049764,43.74460235422417
80.00166723758576,43.70578241172758
79.0016113792559,43.66772471952801
78.00159851186527,43.62885725907855
77.00154413449434,43.59070668376045
76.0015312671037,43.55174124958327
75.00147835793013,43.513565442986184
74.00146549053949,43.47459980598669
73.00141403615532,43.436427960623575
72.00140116876469,43.397462678001204
71.00135115509846,43.359294245673475
70.00133828770782,43.3203298713487
69.00128970000742,43.282164307554964
68.00127683261678,43.24320139234406
67.00122965543238,43.205038156097764
66.00121678804175,43.16607724788279
65.00117100520873,43.127514743113366
64.00112659983046,43.089356051395555
63.001113732439876,43.0503974254431
62.00107068687066,43.012239412227345
61.00105781948008,42.973284461778626
60.001016115308175,42.93512659725742
59.001003247917595,42.89617586103765
58.00096286594783,42.85803645941927
57.000949998557246,42.81914346874633
56.00091091879415,42.781032406574745
55.00089805140357,42.742147150301896
54.00086025303415,42.70403691983546
53.00084738564357,42.66515992173015
52.000810847020205,42.62705000314613
51.000797979629624,42.58818178510781
50.00076267825307,42.55007271960007
49.00074981086249,42.5114413152256
48.00071572336458,42.47373005602256
47.000702855974,42.435520088727614
46.00066995810079,42.39773438806663
45.000638224695024,42.360386347282066
44.00062535730444,42.32261731671377
43.00059476228893,42.285387183745534
42.000581894898346,42.24760658619326
41.00055241125858,42.21029066537931
40.000539543868,42.17265786701028
39.00051114363515,42.13563683894388
38.00049827624457,42.09820248528418
37.000470930478286,42.06112555697716
36.000458063087706,42.02364813676876
35.00043174185902,41.987381717106985
34.00041887446844,41.95101259715532
33.000393546842815,41.9141464045737
32.000380679452235,41.87576746132439
31.000356313472253,41.837319298178215
30.000343446081672,41.79881782680308
29.00032000875001,41.7603857865746
28.00030714135943,41.72189408135491
27.00028459862176,41.68347735260228
26.00027173123118,41.6449956241638
25.000250047959128,41.60659341912479
24.000237180568547,41.56812191650157
23.000216320542393,41.52969303977847
22.000196246434257,41.491312339379704
21.00018337904362,41.45285586899739
20.000164052399953,41.41448750707833
19.000151185009315,41.37604233583216
18.000132566234242,41.33782572524409
17.000119698843605,41.2995772353341
16.000101747181418,41.26136370269879
15.00008887979078,41.223120517146825
14.00007155330917,41.1849147206587
13.000058685918532,41.146677482250645
12.000041941491304,41.10847886835694
11.000029074100667,41.07024822485413
10.000012867390637,41.03205623730486
9.0,41.0
